Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Season
E0,2016-02-03,Everton,Newcastle,3,0,H,1,0,H,18,7,7,3,3,3,1,2,0,1,2015/16
E0,2016-02-03,Watford,Chelsea,0,0,D,0,0,D,12,12,3,4,7,7,2,1,0,0,2015/16
E0,2016-02-06,Aston Villa,Norwich,2,0,H,1,0,H,10,12,3,4,2,11,0,2,0,0,2015/16
E0,2016-02-06,Liverpool,Sunderland,2,2,D,0,0,D,16,7,5,2,7,2,1,1,0,0,2015/16
E0,2016-02-06,Man City,Leicester,1,3,A,0,1,A,22,14,4,7,11,4,2,2,0,0,2015/16
E0,2016-02-06,Newcastle,West Brom,1,0,H,1,0,H,19,7,7,0,8,4,0,3,0,0,2015/16
E0,2016-02-06,Southampton,West Ham,1,0,H,1,0,H,8,18,2,2,4,5,1,2,1,0,2015/16
E0,2016-02-06,Stoke,Everton,0,3,A,0,3,A,11,14,3,6,6,4,1,0,0,0,2015/16
E0,2016-02-06,Swansea,Crystal Palace,1,1,D,1,0,H,19,12,3,2,9,5,1,2,0,0,2015/16
E0,2016-02-06,Tottenham,Watford,1,0,H,0,0,D,26,3,9,0,15,1,0,1,0,0,2015/16
E0,2016-02-07,Bournemouth,Arsenal,0,2,A,0,2,A,17,10,4,5,7,3,0,1,0,0,2015/16
E0,2016-02-07,Chelsea,Man United,1,1,D,0,0,D,16,17,5,7,10,11,0,3,0,0,2015/16
E0,2016-02-13,Bournemouth,Stoke,1,3,A,0,1,A,11,11,2,6,9,2,4,2,0,0,2015/16
E0,2016-02-13,Chelsea,Newcastle,5,1,H,3,0,H,15,10,5,4,8,3,0,1,1,0,2015/16
E0,2016-02-13,Crystal Palace,Watford,1,2,A,1,1,D,14,10,7,3,8,5,0,2,0,0,2015/16
E0,2016-02-13,Everton,West Brom,0,1,A,0,1,A,34,5,6,1,14,1,1,3,0,0,2015/16
E0,2016-02-13,Norwich,West Ham,2,2,D,0,0,D,13,11,3,6,3,3,2,2,0,0,2015/16
E0,2016-02-13,Sunderland,Man United,2,1,H,1,1,D,21,12,5,6,6,8,2,3,0,0,2015/16
E0,2016-02-13,Swansea,Southampton,0,1,A,0,0,D,13,13,2,5,5,4,0,3,0,0,2015/16
E0,2016-02-14,Arsenal,Leicester,2,1,H,0,1,A,24,7,6,3,11,1,4,3,0,1,2015/16
E0,2016-02-14,Aston Villa,Liverpool,0,6,A,0,2,A,6,11,1,9,0,6,3,1,0,0,2015/16
E0,2016-02-14,Man City,Tottenham,1,2,A,0,0,D,19,6,4,3,7,1,1,3,0,0,2015/16
E0,2016-02-27,Leicester,Norwich,1,0,H,0,0,D,13,9,3,1,3,4,0,2,0,0,2015/16
E0,2016-02-27,Southampton,Chelsea,1,2,A,1,0,H,7,16,2,4,7,8,3,1,0,0,2015/16
E0,2016-02-27,Stoke,Aston Villa,2,1,H,0,0,D,11,5,3,1,11,0,0,3,0,0,2015/16
E0,2016-02-27,Watford,Bournemouth,0,0,D,0,0,D,14,11,1,3,4,5,3,1,0,0,2015/16
E0,2016-02-27,West Brom,Crystal Palace,3,2,H,3,0,H,11,15,5,2,3,6,2,2,0,0,2015/16
E0,2016-02-27,West Ham,Sunderland,1,0,H,1,0,H,9,13,3,4,5,6,1,0,0,0,2015/16
E0,2016-02-28,Tottenham,Swansea,2,1,H,0,1,A,34,10,14,4,7,7,2,3,0,0,2015/16
E0,2016-02-28,Man United,Arsenal,3,2,H,2,1,H,7,13,5,5,2,3,4,3,0,0,2015/16
E0,2016-03-01,Aston Villa,Everton,1,3,A,0,2,A,14,10,5,7,9,8,3,1,0,0,2015/16
E0,2016-03-01,Bournemouth,Southampton,2,0,H,1,0,H,9,6,4,1,10,2,0,0,0,0,2015/16
E0,2016-03-01,Leicester,West Brom,2,2,D,2,1,H,22,11,5,3,11,3,0,2,0,0,2015/16
E0,2016-03-01,Norwich,Chelsea,1,2,A,0,2,A,13,10,2,2,4,4,3,2,0,0,2015/16
E0,2016-03-01,Sunderland,Crystal Palace,2,2,D,1,0,H,17,13,6,5,4,5,1,1,0,0,2015/16
E0,2016-03-02,Arsenal,Swansea,1,2,A,1,1,D,18,11,4,2,7,3,0,2,0,0,2015/16
E0,2016-03-02,Liverpool,Man City,3,0,H,2,0,H,11,4,7,2,3,2,0,1,0,0,2015/16
E0,2016-03-02,Man United,Watford,1,0,H,0,0,D,14,13,3,3,9,7,1,2,0,0,2015/16
E0,2016-03-02,Stoke,Newcastle,1,0,H,0,0,D,9,5,2,3,5,2,1,0,0,0,2015/16
E0,2016-03-02,West Ham,Tottenham,1,0,H,1,0,H,14,9,3,2,6,3,0,3,0,0,2015/16
E0,2016-03-05,Chelsea,Stoke,1,1,D,1,0,H,20,16,7,5,8,4,1,2,0,0,2015/16
E0,2016-03-05,Everton,West Ham,2,3,A,1,0,H,15,17,8,5,9,6,2,3,1,0,2015/16
E0,2016-03-05,Man City,Aston Villa,4,0,H,0,0,D,22,2,9,1,9,1,0,1,0,0,2015/16
E0,2016-03-05,Newcastle,Bournemouth,1,3,A,0,1,A,14,16,3,5,5,4,1,3,0,0,2015/16
E0,2016-03-05,Southampton,Sunderland,1,1,D,0,0,D,16,11,5,3,12,2,2,1,1,0,2015/16
E0,2016-03-05,Swansea,Norwich,1,0,H,0,0,D,10,8,3,3,5,0,2,5,0,0,2015/16
E0,2016-03-05,Tottenham,Arsenal,2,2,D,0,1,A,26,10,11,4,9,2,2,2,0,1,2015/16
E0,2016-03-05,Watford,Leicester,0,1,A,0,0,D,11,14,4,7,3,8,2,2,0,0,2015/16
E0,2016-03-06,Crystal Palace,Liverpool,1,2,A,0,0,D,14,19,4,5,6,6,1,2,0,1,2015/16
E0,2016-03-06,West Brom,Man United,1,0,H,0,0,D,9,7,2,1,4,5,1,0,0,1,2015/16
E0,2016-03-12,Bournemouth,Swansea,3,2,H,1,1,D,12,12,4,4,5,3,1,0,0,0,2015/16
E0,2016-03-12,Norwich,Man City,0,0,D,0,0,D,5,15,0,3,3,8,3,1,0,0,2015/16
E0,2016-03-12,Stoke,Southampton,1,2,A,0,2,A,13,11,2,4,1,4,1,2,0,1,2015/16
E0,2016-03-13,Aston Villa,Tottenham,0,2,A,0,1,A,11,19,2,8,5,8,0,0,0,0,2015/16
E0,2016-03-14,Leicester,Newcastle,1,0,H,1,0,H,10,13,1,2,8,4,0,0,0,0,2015/16
E0,2016-03-19,Chelsea,West Ham,2,2,D,1,1,D,22,13,5,6,10,9,3,5,0,0,2015/16
E0,2016-03-19,Crystal Palace,Leicester,0,1,A,0,1,A,12,8,4,3,10,7,1,1,0,0,2015/16
E0,2016-03-19,Everton,Arsenal,0,2,A,0,2,A,8,11,2,3,7,5,0,0,0,0,2015/16
E0,2016-03-19,Swansea,Aston Villa,1,0,H,0,0,D,10,12,1,2,4,6,3,2,0,0,2015/16
E0,2016-03-19,Watford,Stoke,1,2,A,0,1,A,9,9,4,6,9,2,3,1,0,0,2015/16
E0,2016-03-19,West Brom,Norwich,0,1,A,0,0,D,10,7,0,1,4,3,1,2,0,0,2015/16
E0,2016-03-20,Man City,Man United,0,1,A,0,1,A,26,5,2,3,11,5,1,1,0,0,2015/16
E0,2016-03-20,Newcastle,Sunderland,1,1,D,0,1,A,17,14,8,4,2,5,4,1,0,0,2015/16
E0,2016-03-20,Southampton,Liverpool,3,2,H,0,2,A,16,18,5,9,3,5,1,3,0,0,2015/16
E0,2016-03-20,Tottenham,Bournemouth,3,0,H,2,0,H,17,2,8,0,4,5,0,1,0,0,2015/16
E0,2016-04-02,Arsenal,Watford,4,0,H,2,0,H,19,6,12,2,8,3,1,1,0,0,2015/16
E0,2016-04-02,Aston Villa,Chelsea,0,4,A,0,2,A,15,11,4,8,7,2,4,1,1,0,2015/16
E0,2016-04-02,Bournemouth,Man City,0,4,A,0,3,A,11,15,2,7,4,4,0,1,0,0,2015/16
E0,2016-04-02,Liverpool,Tottenham,1,1,D,0,0,D,15,18,7,5,12,9,2,0,0,0,2015/16
E0,2016-04-02,Norwich,Newcastle,3,2,H,1,0,H,13,13,6,5,6,5,0,0,0,0,2015/16
E0,2016-04-02,Stoke,Swansea,2,2,D,1,0,H,12,12,5,3,5,5,0,1,0,0,2015/16
E0,2016-04-02,Sunderland,West Brom,0,0,D,0,0,D,22,3,7,0,9,3,1,1,0,0,2015/16
E0,2016-04-02,West Ham,Crystal Palace,2,2,D,2,1,H,18,12,6,5,4,5,2,2,1,0,2015/16
E0,2016-04-03,Leicester,Southampton,1,0,H,1,0,H,11,10,4,2,7,8,2,2,0,0,2015/16
E0,2016-04-03,Man United,Everton,1,0,H,0,0,D,10,7,2,1,5,5,2,0,0,0,2015/16
E0,2016-04-09,Aston Villa,Bournemouth,1,2,A,0,1,A,6,12,1,3,3,8,2,2,0,0,2015/16
E0,2016-04-09,Crystal Palace,Norwich,1,0,H,0,0,D,13,13,6,4,10,4,2,1,0,0,2015/16
E0,2016-04-09,Man City,West Brom,2,1,H,1,1,D,13,13,4,2,8,8,0,1,0,0,2015/16
E0,2016-04-09,Southampton,Newcastle,3,1,H,2,0,H,20,5,6,3,11,2,0,0,0,0,2015/16
E0,2016-04-09,Swansea,Chelsea,1,0,H,1,0,H,12,8,6,2,1,9,5,4,0,0,2015/16
E0,2016-04-09,Watford,Everton,1,1,D,1,1,D,13,12,5,7,7,6,2,1,0,0,2015/16
E0,2016-04-09,West Ham,Arsenal,3,3,D,2,2,D,19,11,7,6,7,4,2,0,0,0,2015/16
E0,2016-04-10,Liverpool,Stoke,4,1,H,2,1,H,14,10,6,3,6,3,0,2,0,0,2015/16
E0,2016-04-10,Sunderland,Leicester,0,2,A,0,0,D,15,17,1,7,1,7,1,1,0,0,2015/16
E0,2016-04-10,Tottenham,Man United,3,0,H,0,0,D,16,5,8,1,2,7,3,3,0,0,2015/16
E0,2016-04-13,Crystal Palace,Everton,0,0,D,0,0,D,18,9,6,5,10,7,0,1,0,1,2015/16
E0,2016-04-16,Chelsea,Man City,0,3,A,0,1,A,11,11,4,8,11,3,2,3,1,0,2015/16
E0,2016-04-16,Everton,Southampton,1,1,D,0,0,D,7,18,2,4,3,10,1,1,0,0,2015/16
E0,2016-04-16,Man United,Aston Villa,1,0,H,1,0,H,13,7,4,1,14,3,0,1,0,0,2015/16
E0,2016-04-16,Newcastle,Swansea,3,0,H,1,0,H,12,11,7,1,3,7,2,1,0,0,2015/16
E0,2016-04-16,Norwich,Sunderland,0,3,A,0,1,A,19,8,6,3,14,0,2,2,0,0,2015/16
E0,2016-04-16,West Brom,Watford,0,1,A,0,1,A,16,11,4,4,9,3,0,3,0,0,2015/16
E0,2016-04-17,Arsenal,Crystal Palace,1,1,D,1,0,H,21,7,6,2,10,5,0,2,0,0,2015/16
E0,2016-04-17,Bournemouth,Liverpool,1,2,A,0,2,A,18,19,5,6,5,4,0,0,0,0,2015/16
E0,2016-04-17,Leicester,West Ham,2,2,D,1,0,H,6,19,2,4,0,5,1,3,1,0,2015/16
E0,2016-04-18,Stoke,Tottenham,0,4,A,0,1,A,12,23,2,6,5,3,2,0,0,0,2015/16
E0,2016-04-19,Newcastle,Man City,1,1,D,1,1,D,5,9,3,5,5,3,3,2,0,0,2015/16
E0,2016-04-20,Liverpool,Everton,4,0,H,2,0,H,37,3,13,0,9,1,1,1,0,1,2015/16
E0,2016-04-20,Man United,Crystal Palace,2,0,H,1,0,H,16,5,10,0,10,2,1,2,0,0,2015/16
E0,2016-04-20,West Ham,Watford,3,1,H,2,0,H,18,7,7,4,4,2,0,2,0,1,2015/16
E0,2016-04-21,Arsenal,West Brom,2,0,H,2,0,H,16,8,7,1,2,6,0,1,0,0,2015/16
E0,2016-04-23,Aston Villa,Southampton,2,4,A,1,2,A,16,17,7,7,6,11,2,0,0,0,2015/16
E0,2016-04-23,Bournemouth,Chelsea,1,4,A,1,2,A,13,16,4,4,10,7,1,0,0,0,2015/16
E0,2016-04-23,Liverpool,Newcastle,2,2,D,2,0,H,13,6,4,3,5,4,1,1,0,0,2015/16
E0,2016-04-23,Man City,Stoke,4,0,H,2,0,H,11,14,6,2,9,4,0,0,0,0,2015/16
E0,2016-04-24,Leicester,Swansea,4,0,H,2,0,H,18,9,9,1,4,6,1,2,0,0,2015/16
E0,2016-04-24,Sunderland,Arsenal,0,0,D,0,0,D,12,20,3,7,7,7,2,4,0,0,2015/16
E0,2016-04-25,Tottenham,West Brom,1,1,D,1,0,H,19,16,2,3,9,7,0,1,0,0,2015/16
E0,2016-04-30,Arsenal,Norwich,1,0,H,0,0,D,14,12,3,3,7,3,1,0,0,0,2015/16
E0,2016-04-30,Everton,Bournemouth,2,1,H,1,1,D,12,16,5,2,3,5,1,0,0,0,2015/16
E0,2016-04-30,Newcastle,Crystal Palace,1,0,H,0,0,D,10,9,4,3,4,8,2,0,0,0,2015/16
E0,2016-04-30,Stoke,Sunderland,1,1,D,0,0,D,11,14,3,5,2,8,2,2,0,0,2015/16
E0,2016-04-30,Watford,Aston Villa,3,2,H,1,1,D,18,7,6,2,8,4,2,3,0,1,2015/16
E0,2016-04-30,West Brom,West Ham,0,3,A,0,2,A,15,8,5,4,8,6,0,0,0,0,2015/16
E0,2016-05-01,Man United,Leicester,1,1,D,1,1,D,21,14,6,3,6,5,3,0,0,1,2015/16
E0,2016-05-01,Southampton,Man City,4,2,H,2,1,H,14,6,7,5,8,2,2,1,0,0,2015/16
E0,2016-05-01,Swansea,Liverpool,3,1,H,2,0,H,18,11,9,3,4,7,2,2,0,1,2015/16
E0,2016-05-02,Chelsea,Tottenham,2,2,D,0,2,A,13,16,5,5,7,8,3,9,0,0,2015/16
E0,2016-05-07,Aston Villa,Newcastle,0,0,D,0,0,D,2,9,0,3,0,5,1,1,0,0,2015/16
E0,2016-05-07,Bournemouth,West Brom,1,1,D,0,1,A,12,12,4,4,5,3,2,1,0,0,2015/16
E0,2016-05-07,Crystal Palace,Stoke,2,1,H,0,1,A,17,12,4,3,4,3,2,3,0,0,2015/16
E0,2016-05-07,Leicester,Everton,3,1,H,2,0,H,32,9,8,5,12,4,0,3,0,0,2015/16
E0,2016-05-07,Norwich,Man United,0,1,A,0,0,D,8,15,2,2,1,6,1,0,0,0,2015/16
E0,2016-05-07,Sunderland,Chelsea,3,2,H,1,2,A,15,9,4,8,3,3,4,1,0,1,2015/16
E0,2016-05-07,West Ham,Swansea,1,4,A,0,2,A,25,13,7,6,13,3,3,0,0,0,2015/16
E0,2016-05-08,Liverpool,Watford,2,0,H,1,0,H,19,14,5,3,8,8,1,2,0,0,2015/16
E0,2016-05-08,Man City,Arsenal,2,2,D,1,1,D,14,5,3,2,7,2,2,1,0,0,2015/16
E0,2016-05-08,Tottenham,Southampton,1,2,A,1,1,D,20,10,6,2,10,2,0,3,0,0,2015/16
E0,2016-05-10,West Ham,Man United,3,2,H,1,0,H,20,3,6,2,6,2,1,3,0,0,2015/16
E0,2016-05-11,Liverpool,Chelsea,1,1,D,0,1,A,28,13,9,7,7,3,3,1,0,0,2015/16
E0,2016-05-11,Norwich,Watford,4,2,H,3,1,H,18,12,6,7,5,1,2,3,0,0,2015/16
E0,2016-05-11,Sunderland,Everton,3,0,H,2,0,H,14,17,8,6,5,5,1,0,0,0,2015/16
E0,2016-05-15,Arsenal,Aston Villa,4,0,H,1,0,H,16,5,7,2,5,4,0,1,0,0,2015/16
E0,2016-05-15,Chelsea,Leicester,1,1,D,0,0,D,17,18,4,5,7,6,0,0,0,0,2015/16
E0,2016-05-15,Everton,Norwich,3,0,H,2,0,H,15,10,8,2,4,11,0,0,0,0,2015/16
E0,2016-05-15,Newcastle,Tottenham,5,1,H,2,0,H,19,17,10,5,3,8,1,2,1,0,2015/16
E0,2016-05-15,Southampton,Crystal Palace,4,1,H,1,0,H,18,16,5,4,2,5,1,2,0,0,2015/16
E0,2016-05-15,Stoke,West Ham,2,1,H,0,1,A,7,20,4,7,4,10,3,1,0,0,2015/16
E0,2016-05-15,Swansea,Man City,1,1,D,1,1,D,4,18,1,5,4,4,1,3,0,0,2015/16
E0,2016-05-15,Watford,Sunderland,2,2,D,0,1,A,21,6,6,4,7,4,1,0,0,0,2015/16
E0,2016-05-15,West Brom,Liverpool,1,1,D,1,1,D,13,7,1,3,7,5,3,1,0,0,2015/16
E0,2016-05-17,Man United,Bournemouth,3,1,H,1,0,H,12,7,5,0,7,1,1,0,0,0,2015/16
